Date,Close,High,Low,Open,Volume,return
2023-09-20,7731.7001953125,7741.89990234375,7659.60009765625,7660.2001953125,806482700.0,0.9290667492274541
2023-09-21,7678.60009765625,7746.5,7674.7001953125,7731.7001953125,1000693700.0,-0.6891534467802343
2023-09-22,7683.89990234375,7735.2001953125,7640.7998046875,7678.60009765625,989687600.0,0.06899664634987011
2023-09-25,7624.0,7684.7998046875,7580.7998046875,7683.89990234375,541205000.0,-0.7826051705342335
2023-09-26,7625.7001953125,7656.89990234375,7593.5,7624.0,546325000.0,0.022298081900232088
2023-09-27,7593.2001953125,7645.60009765625,7577.2001953125,7625.7001953125,711885200.0,-0.42710115146262184
2023-09-28,7601.89990234375,7605.60009765625,7524.10009765625,7593.2001953125,642160800.0,0.1145067544920719
2023-09-29,7608.10009765625,7674.2001953125,7601.89990234375,7601.89990234375,634751900.0,0.08152788502206963
2023-10-02,7510.7001953125,7630.39990234375,7491.2998046875,7608.10009765625,570804100.0,-1.2884785559908725
2023-10-03,7470.2001953125,7545.7001953125,7466.60009765625,7510.7001953125,540181100.0,-0.540689779792975
2023-10-04,7412.5,7490.2001953125,7384.2001953125,7470.2001953125,1085406900.0,-0.7754034369736219
2023-10-05,7451.5,7488.60009765625,7409.7001953125,7412.5,615457100.0,0.5247590082866641
2023-10-06,7494.60009765625,7496.39990234375,7423.39990234375,7451.5,613195400.0,0.5767419841286214
2023-10-09,7492.2001953125,7540.60009765625,7473.2001953125,7494.60009765625,738697000.0,-0.032026881220129096
2023-10-10,7628.2001953125,7637.39990234375,7492.2001953125,7492.2001953125,719653800.0,1.7989426755117734
2023-10-11,7620.0,7652.0,7608.7001953125,7628.2001953125,630293300.0,-0.10755624923581102
2023-10-12,7644.7998046875,7687.89990234375,7620.0,7620.0,668028900.0,0.32492829023862124
2023-10-13,7599.60009765625,7660.10009765625,7590.7001953125,7644.7998046875,567783300.0,-0.5930025422510288
2023-10-16,7630.60009765625,7651.2998046875,7584.60009765625,7599.60009765625,558336100.0,0.40708647835599293
2023-10-17,7675.2001953125,7682.60009765625,7616.7998046875,7630.60009765625,668852200.0,0.5827885250891048
2023-10-18,7588.0,7681.5,7579.2998046875,7675.2001953125,613430800.0,-1.142632514011395
2023-10-19,7499.5,7588.0,7490.5,7588.0,727252500.0,-1.1731700419490672
2023-10-20,7402.10009765625,7499.60009765625,7395.60009765625,7499.5,832451800.0,-1.3072594725324373
2023-10-23,7374.7998046875,7402.2001953125,7338.60009765625,7402.10009765625,502765900.0,-0.36950001976235236
2023-10-24,7389.7001953125,7405.2998046875,7325.0,7374.7998046875,699266600.0,0.2018408436946463
2023-10-25,7414.2998046875,7428.10009765625,7368.39990234375,7389.7001953125,681751000.0,0.3323376386995176
2023-10-26,7354.60009765625,7414.2998046875,7342.5,7414.2998046875,796762900.0,-0.8084560473784912
2023-10-27,7291.2998046875,7380.2998046875,7279.89990234375,7354.60009765625,642603800.0,-0.8644151270633943
2023-10-30,7327.39990234375,7361.5,7291.2998046875,7291.2998046875,1011063900.0,0.4938903153010471
2023-10-31,7321.7001953125,7373.5,7309.0,7327.39990234375,809030400.0,-0.07781648402796855
2023-11-01,7342.39990234375,7385.39990234375,7304.89990234375,7321.7001953125,764584800.0,0.2823183235531568
2023-11-02,7446.5,7469.7998046875,7342.39990234375,7342.39990234375,978092600.0,1.4078371985670568
2023-11-03,7417.7001953125,7482.7001953125,7396.60009765625,7446.5,750991900.0,-0.38750609312920975
2023-11-06,7417.7998046875,7448.39990234375,7403.5,7417.7001953125,781306000.0,0.0013428516059628786
2023-11-07,7410.0,7431.10009765625,7397.39990234375,7417.7998046875,592558500.0,-0.10520516205573141
2023-11-08,7401.7001953125,7442.10009765625,7384.5,7410.0,686578900.0,-0.11207093644566765
2023-11-09,7455.7001953125,7465.2998046875,7367.2001953125,7401.7001953125,657728700.0,0.7269136775157048
2023-11-10,7360.60009765625,7455.7001953125,7320.0,7455.7001953125,837842200.0,-1.2837402294066496
2023-11-13,7425.7998046875,7426.10009765625,7360.60009765625,7360.60009765625,649108100.0,0.8818932266018089
2023-11-14,7440.5,7456.60009765625,7386.7001953125,7425.7998046875,934829500.0,0.19776541973201786
2023-11-15,7486.89990234375,7533.7998046875,7440.5,7440.5,741908600.0,0.6216762743192039
2023-11-16,7411.0,7492.7998046875,7409.39990234375,7486.89990234375,798697800.0,-1.018943066193819
2023-11-17,7504.2998046875,7509.0,7410.0,7411.0,668943200.0,1.251078058686908
2023-11-20,7496.39990234375,7506.0,7472.7001953125,7504.2998046875,466773500.0,-0.10532712777898462
2023-11-21,7482.0,7496.89990234375,7446.7001953125,7496.39990234375,533104500.0,-0.19227563523467137
2023-11-22,7469.5,7504.5,7452.0,7482.0,637243500.0,-0.1672073425719512
2023-11-23,7483.60009765625,7494.7998046875,7450.60009765625,7469.5,610558000.0,0.1885910178259322
2023-11-24,7488.2001953125,7494.7001953125,7450.10009765625,7483.60009765625,530714100.0,0.06145016245193983
2023-11-27,7460.7001953125,7488.2998046875,7452.2001953125,7488.2001953125,399628100.0,-0.36792045304536686
2023-11-28,7455.2001953125,7461.10009765625,7403.2998046875,7460.7001953125,610114900.0,-0.07374680850947107
2023-11-29,7423.5,7457.5,7408.7998046875,7455.2001953125,532425900.0,-0.4261157609551989
2023-11-30,7453.7998046875,7497.7001953125,7387.10009765625,7423.5,1276856800.0,0.40732991845578187
2023-12-01,7529.39990234375,7538.7001953125,7453.7998046875,7453.7998046875,549661500.0,1.0091401129718067
2023-12-04,7513.0,7533.7998046875,7476.89990234375,7529.39990234375,851332900.0,-0.21804910051657242
2023-12-05,7489.7998046875,7513.0,7460.2001953125,7513.0,689771600.0,-0.30927845612322763
2023-12-06,7515.39990234375,7542.60009765625,7486.7998046875,7489.7998046875,1489645900.0,0.3412166848068571
2023-12-07,7513.7001953125,7523.60009765625,7480.5,7515.39990234375,811058900.0,-0.02261887973933426
2023-12-08,7554.5,7581.2998046875,7509.7998046875,7513.7001953125,863626100.0,0.5415365321292119
2023-12-11,7544.89990234375,7557.39990234375,7493.60009765625,7554.5,872408400.0,-0.12715868195952945
2023-12-12,7542.7998046875,7607.5,7542.39990234375,7544.89990234375,812300300.0,-0.027838540143187783
2023-12-13,7548.39990234375,7584.89990234375,7542.7001953125,7542.7998046875,998797500.0,0.07421673587278055
2023-12-14,7649.0,7724.7998046875,7548.39990234375,7548.39990234375,1517185300.0,1.3239313004269804
2023-12-15,7576.39990234375,7668.2001953125,7569.0,7649.0,1645000000.0,-0.9536780428811562
2023-12-18,7614.5,7630.60009765625,7557.2001953125,7576.39990234375,710048700.0,0.5016184398691124
2023-12-19,7638.0,7642.2001953125,7605.39990234375,7614.5,961867300.0,0.30814644937158675
2023-12-20,7715.7001953125,7762.89990234375,7637.89990234375,7638.0,980983700.0,1.0121450549114053
2023-12-21,7694.7001953125,7715.7001953125,7668.39990234375,7715.7001953125,603350200.0,-0.27254337936288336
2023-12-22,7697.5,7715.2001953125,7676.39990234375,7694.7001953125,329604400.0,0.036379525770869975
2023-12-27,7725.0,7759.7001953125,7697.5,7697.5,432594200.0,0.356622196729079
2023-12-28,7722.7001953125,7746.0,7708.7001953125,7725.0,327536200.0,-0.02977536688845486
2023-12-29,7733.2001953125,7746.89990234375,7719.0,7722.7001953125,235460600.0,0.1358704617647271
2024-01-02,7721.5,7764.39990234375,7689.0,7733.2001953125,678041300.0,-0.15141280516531472
2024-01-03,7682.2998046875,7744.60009765625,7650.2998046875,7721.5,857615300.0,-0.5089689613307156
2024-01-04,7723.10009765625,7728.2001953125,7678.7998046875,7682.2998046875,963235800.0,0.5296894416520813
2024-01-05,7689.60009765625,7723.10009765625,7642.89990234375,7723.10009765625,701524000.0,-0.4347071224336927
2024-01-08,7694.2001953125,7694.2001953125,7636.10009765625,7689.60009765625,1055586300.0,0.05980443981007785
2024-01-09,7684.0,7717.5,7675.10009765625,7694.2001953125,703141300.0,-0.1326578751585912
2024-01-10,7651.7998046875,7684.0,7647.39990234375,7684.0,668838800.0,-0.41993561525783724
2024-01-11,7576.60009765625,7693.89990234375,7576.60009765625,7651.7998046875,1306895000.0,-0.9876325651035707
2024-01-12,7624.89990234375,7655.2001953125,7576.60009765625,7576.60009765625,794125500.0,0.6354631743136607
2024-01-15,7594.89990234375,7637.7998046875,7578.2998046875,7624.89990234375,740769500.0,-0.3942238299856919
2024-01-16,7558.2998046875,7594.89990234375,7538.89990234375,7594.89990234375,1128049600.0,-0.483068520673746
2024-01-17,7446.2998046875,7558.2998046875,7404.10009765625,7558.2998046875,838880100.0,-1.4929032841168814
2024-01-18,7459.10009765625,7471.7001953125,7426.60009765625,7446.2998046875,883212400.0,0.1717538100189919
2024-01-19,7461.89990234375,7521.10009765625,7450.89990234375,7459.10009765625,1242202400.0,0.037528379067895405
2024-01-22,7487.7001953125,7503.60009765625,7456.0,7461.89990234375,787927500.0,0.3451639965645579
2024-01-23,7485.7001953125,7525.10009765625,7465.10009765625,7487.7001953125,1048392200.0,-0.026714039025443555
2024-01-24,7527.7001953125,7538.89990234375,7485.7001953125,7485.7001953125,869218500.0,0.5595016248403348
2024-01-25,7529.7001953125,7544.5,7507.0,7527.7001953125,735927500.0,0.026565010690790796
2024-01-26,7635.10009765625,7651.7998046875,7529.7001953125,7529.7001953125,1046240900.0,1.3900822632565488
2024-01-29,7632.7001953125,7664.89990234375,7630.7998046875,7635.10009765625,636218800.0,-0.03143743456771007
2024-01-30,7666.2998046875,7684.2001953125,7632.7001953125,7632.7001953125,748149200.0,0.43923999470882064
2024-01-31,7630.60009765625,7689.7001953125,7630.60009765625,7666.2998046875,952428700.0,-0.4667582591626763
2024-02-01,7622.2001953125,7673.7001953125,7607.89990234375,7630.60009765625,936217800.0,-0.1101424398352295
2024-02-02,7615.5,7670.89990234375,7609.2998046875,7622.2001953125,859451400.0,-0.08794234902167979
2024-02-05,7612.89990234375,7667.7998046875,7598.7001953125,7615.5,1350635500.0,-0.034148008959443386
2024-02-06,7681.0,7693.60009765625,7612.89990234375,7612.89990234375,1499137700.0,0.8905583032717758
2024-02-07,7628.7998046875,7694.89990234375,7626.2001953125,7681.0,985234500.0,-0.681921360975612
2024-02-08,7595.5,7653.39990234375,7593.60009765625,7628.7998046875,709573100.0,-0.4374566741208505
2024-02-09,7572.60009765625,7608.7001953125,7557.39990234375,7595.5,1091499500.0,-0.3019484259077529
2024-02-12,7573.7001953125,7590.5,7555.5,7572.60009765625,839183300.0,0.01452628875573628
2024-02-13,7512.2998046875,7585.2998046875,7493.0,7573.7001953125,1188999800.0,-0.8140094082315549
2024-02-14,7568.39990234375,7590.10009765625,7512.2998046875,7512.2998046875,1209576400.0,0.7440020360567351
2024-02-15,7597.5,7612.2998046875,7562.10009765625,7568.39990234375,850537300.0,0.38375742364989407
2024-02-16,7711.7001953125,7720.7001953125,7597.5,7597.5,1074369500.0,1.4919435654630706
2024-02-19,7728.5,7733.5,7692.5,7711.7001953125,619639600.0,0.21761131467944334
2024-02-20,7719.2001953125,7748.7001953125,7706.0,7728.5,889469600.0,-0.12040375840309397
2024-02-21,7662.5,7719.2001953125,7642.7998046875,7719.2001953125,1271802800.0,-0.7372455763875524
2024-02-22,7684.5,7702.89990234375,7651.7001953125,7662.5,1408725800.0,0.28670118028998337
2024-02-23,7706.2998046875,7713.39990234375,7675.2001953125,7684.5,1080901500.0,0.2832837739780399
2024-02-26,7684.2998046875,7710.7998046875,7676.7998046875,7706.2998046875,1210391900.0,-0.2858889912371133
2024-02-27,7683.0,7698.2998046875,7669.7001953125,7684.2998046875,1132154000.0,-0.01691650071410652
2024-02-28,7625.0,7693.2001953125,7620.39990234375,7683.0,1227847900.0,-0.7577773392022599
2024-02-29,7630.0,7677.7001953125,7622.89990234375,7625.0,2026489200.0,0.06555228028903975
2024-03-01,7682.5,7695.60009765625,7630.0,7630.0,1307043500.0,0.6857169726137046
2024-03-04,7640.2998046875,7682.60009765625,7623.2001953125,7682.5,1075053400.0,-0.5508171162755665
2024-03-05,7646.2001953125,7654.7998046875,7598.5,7640.2998046875,906735400.0,0.07719740840643007
2024-03-06,7679.2998046875,7701.2998046875,7639.0,7646.2001953125,1392688900.0,0.43195537947685336
2024-03-07,7692.5,7711.7998046875,7645.10009765625,7679.2998046875,1470190800.0,0.17174564754798402
2024-03-08,7659.7001953125,7693.89990234375,7646.2001953125,7692.5,927297500.0,-0.42729842206564606
2024-03-11,7669.2001953125,7669.2001953125,7612.60009765625,7659.7001953125,1203377500.0,0.12394889358239242
2024-03-12,7747.7998046875,7764.60009765625,7669.2001953125,7669.2001953125,1136566100.0,1.019657396052739
2024-03-13,7772.2001953125,7785.7001953125,7738.7001953125,7747.7998046875,1336746300.0,0.31443828259248835
2024-03-14,7743.2001953125,7778.39990234375,7719.10009765625,7772.2001953125,973121100.0,-0.3738225639193313
2024-03-15,7727.39990234375,7761.10009765625,7727.39990234375,7743.2001953125,2813498300.0,-0.20426225696031755
2024-03-18,7722.60009765625,7750.2001953125,7714.89990234375,7727.39990234375,1034442400.0,-0.06213339601185413
2024-03-19,7738.2998046875,7739.7001953125,7699.60009765625,7722.60009765625,1085005200.0,0.2030892448248972
2024-03-20,7737.39990234375,7749.39990234375,7711.5,7738.2998046875,1032409800.0,-0.011629876022416935
2024-03-21,7882.60009765625,7901.7998046875,7737.39990234375,7737.39990234375,1352537800.0,1.8592109841135134
2024-03-22,7930.89990234375,7961.39990234375,7882.2001953125,7882.60009765625,1056237300.0,0.6108698881906295
2024-03-25,7917.60009765625,7939.39990234375,7891.7001953125,7930.89990234375,1070739800.0,-0.16783680234141576
2024-03-26,7931.0,7934.39990234375,7892.10009765625,7917.60009765625,1278455500.0,0.16909891667661006
2024-03-27,7932.0,7938.10009765625,7893.0,7931.0,1017867800.0,0.012607955636689535
2024-03-28,7952.60009765625,7975.39990234375,7931.39990234375,7932.0,1051189700.0,0.2593720846397114
2024-04-02,7935.10009765625,8015.60009765625,7928.60009765625,7952.60009765625,1126449500.0,-0.22029629036580525
2024-04-03,7937.39990234375,7937.39990234375,7882.7001953125,7935.10009765625,1131676800.0,0.02897848106591409
2024-04-04,7975.89990234375,7990.39990234375,7937.39990234375,7937.39990234375,1138495500.0,0.4838729313238438
2024-04-05,7911.2001953125,7975.89990234375,7884.5,7975.89990234375,951509100.0,-0.8144981062441886
2024-04-08,7943.5,7953.2001953125,7887.89990234375,7911.2001953125,847327700.0,0.4074482516197054
2024-04-09,7934.7998046875,7962.7998046875,7917.5,7943.5,1000931200.0,-0.10958599207970689
2024-04-10,7961.2001953125,7999.7998046875,7916.5,7934.7998046875,1207706000.0,0.3321642538831696
2024-04-11,7923.7998046875,7970.10009765625,7886.89990234375,7961.2001953125,1197883800.0,-0.4708902704932872
2024-04-12,7995.60009765625,8045.0,7923.7998046875,7923.7998046875,937766700.0,0.9020538497060513
2024-04-15,7965.5,8009.5,7952.10009765625,7995.60009765625,820441500.0,-0.37716865572910235
2024-04-16,7820.39990234375,7965.5,7793.89990234375,7965.5,1058250300.0,-1.8384024373987424
2024-04-17,7848.0,7893.60009765625,7798.60009765625,7820.39990234375,939573900.0,0.3523030606236873
2024-04-18,7877.10009765625,7898.7998046875,7845.89990234375,7848.0,1222486300.0,0.3701105963553211
2024-04-19,7895.89990234375,7900.5,7809.7001953125,7877.10009765625,982567400.0,0.23837968160744175
2024-04-22,8023.89990234375,8042.7998046875,7895.89990234375,7895.89990234375,1085332800.0,1.6080950756451016
2024-04-23,8044.7998046875,8076.5,8021.7001953125,8023.89990234375,1082600700.0,0.26013198964907563
2024-04-24,8040.39990234375,8092.2001953125,8031.7998046875,8044.7998046875,1420290700.0,-0.054707464422266774
2024-04-25,8078.89990234375,8105.60009765625,8030.10009765625,8040.39990234375,1224259900.0,0.47768915122166145
2024-04-26,8139.7998046875,8146.7998046875,8078.89990234375,8078.89990234375,904872200.0,0.7509873129651295
2024-04-29,8147.0,8189.10009765625,8136.7001953125,8139.7998046875,759963000.0,0.0884175635228227
2024-04-30,8144.10009765625,8200.0,8138.10009765625,8147.0,868339500.0,-0.03560106262922648
2024-05-01,8121.2001953125,8179.0,8111.39990234375,8144.10009765625,562235500.0,-0.28158001465541777
2024-05-02,8172.2001953125,8178.7998046875,8119.89990234375,8121.2001953125,919730600.0,0.6260223812881446
2024-05-03,8213.5,8248.7001953125,8172.2001953125,8172.2001953125,658456400.0,0.5040967630577867
2024-05-07,8313.7001953125,8335.7001953125,8213.5,8213.5,1220562500.0,1.212563795892732
2024-05-08,8354.099609375,8365.2998046875,8313.7001953125,8313.7001953125,1272316300.0,0.4847609600438415
2024-05-09,8381.400390625,8396.2998046875,8349.7998046875,8354.099609375,1079046000.0,0.3262622027114473
2024-05-10,8433.7998046875,8455.7998046875,8381.400390625,8381.400390625,698222200.0,0.6232406758864771
2024-05-13,8415.0,8446.5,8409.2001953125,8433.7998046875,974791500.0,-0.22315907016930225
2024-05-14,8428.099609375,8448.7001953125,8407.0,8415.0,1160778700.0,0.1555487092050634
2024-05-15,8445.7998046875,8474.400390625,8427.900390625,8428.099609375,1112620600.0,0.20979385227109715
2024-05-16,8438.7001953125,8455.7001953125,8406.7001953125,8445.7998046875,889766900.0,-0.08409618044257992
2024-05-17,8420.2998046875,8441.7001953125,8401.400390625,8438.7001953125,1034395100.0,-0.21828575753347307
2024-05-20,8424.2001953125,8451.599609375,8418.0,8420.2998046875,739021000.0,0.04631055471767521
2024-05-21,8416.5,8424.2001953125,8379.099609375,8424.2001953125,1001396500.0,-0.09144745479477429
2024-05-22,8370.2998046875,8416.5,8343.400390625,8416.5,1286558300.0,-0.5504362058018949
2024-05-23,8339.2001953125,8385.2001953125,8332.2998046875,8370.2998046875,1229161600.0,-0.37223908896348606
2024-05-24,8317.599609375,8339.2001953125,8263.7998046875,8339.2001953125,779070900.0,-0.25936072113907244
2024-05-28,8254.2001953125,8335.5,8241.2998046875,8317.599609375,1202410100.0,-0.7651519342891066
2024-05-29,8183.10009765625,8255.400390625,8180.0,8254.2001953125,1014436000.0,-0.8651121513549064
2024-05-30,8231.099609375,8236.2998046875,8148.5,8183.10009765625,985401500.0,0.5848551790063973
2024-05-31,8275.400390625,8289.2001953125,8231.099609375,8231.099609375,2232006600.0,0.5367690015021926
2024-06-03,8262.7998046875,8371.7001953125,8258.900390625,8275.400390625,1095687900.0,-0.15238161622086444
2024-06-04,8232.0,8263.400390625,8200.2998046875,8262.7998046875,1127695300.0,-0.37344909726434455
